			BibTeX Key	Laufnummer	Autor, Herausgeber oder Institution	Titel	Zeitschrift/Zeitung	Kategorien	Schlagwörter
0	0	0	4380	4380	Wolff, Mechthild; Bawidamann, Anja	Schutzkonzepte		2 Institutioneller Kontext; 2.1 Institutionelle Dynamiken; 3 Thematischer Fokus; 3.3 Kinderschutz; 9 Förderlinie; 9.1.3 Ich bin sicher!	Schutzkonzept // protection concept
1	0	0	2018	2018	Wolff, Mechthild; Schröer, Wolfgang; Fegert, Jörg M.	Schutzkonzepte in Theorie und Praxis		2 Institutioneller Kontext; 3 Thematischer Fokus; 3.2 Gewaltprävention; 3.3 Kinderschutz; 9 Förderlinie; 9.1.3 Ich bin sicher!	Pädagogik // pedagogy; Pädagogische Einrichtung // educational facilities; Psychologie // psychology; Schutzkonzept // protection concept; Soziale Arbeit // Social Work
0	0	0	4840	4840	Henning, Ann-Marlene; Bremer-Olszewski, Tina; Shin, Heji	Make love		3 Thematischer Fokus; 3.1 Sexualpädagogik	Konzepte, Materialien // concepts; Sexualität // sexuality; Sexualpädagogik // sex education; Sexualverhalten // sexual behaviour
0	0	0	4819	4819	Aktion Jugendschutz	Mädchen und Sexualität	Pro Jugend	1 Soziale Rahmung; 1.4 Identitäten; 1.4.1 Geschlecht; 3 Thematischer Fokus; 3.1 Sexualpädagogik; 5 Adressat*innen; 5.2 Jugendliche	Geschlecht // gender; Mädchen // girls; Sexualerziehung // sex ed
1	0	0	4629	4629	Allroggen, Marc; Gerke, Jelena; Rau, Thea; Fegert, Jörg M.	Umgang mit sexueller Gewalt in Einrichtungen für Kinder und Jugendliche		2 Institutioneller Kontext; 2.1 Institutionelle Dynamiken; 3 Thematischer Fokus; 3.2 Gewaltprävention; 4 Fachkräfte; 4.1 Pädagogische Fachkräfte; 9 Förderlinie; 9.1.3 Ich bin sicher!	Handlungsempfehlungen // guidelines; Kinder- und Jugendhilfe // child welfare system; Konzepte, Materialien // concepts; Schutzkonzept // protection concept; Sexualisierte Gewalt // sexual violence
1	0	0	4951	4951	Allroggen, Marc; Jud, Andreas	Häufigkeiten von Übergriffen in Institutionen		2 Institutioneller Kontext; 2.1 Institutionelle Dynamiken; 3 Thematischer Fokus; 3.2 Gewaltprävention; 6 Gewalt; 6.1 Sexueller Missbrauch; 6.2 Übergriff, Peergewalt; 9 Förderlinie; 9.1.16 Sprich mit!	Forschungsergebnisse // research results; Prävalenz // prevalence; Sexualisierte Gewalt // sexual violence; Sexueller Missbrauch // sexual abuse; Survey // survey
1	0	0	3685	3685	Ammicht Quinn, Regina	Trans*zendenz		1 Soziale Rahmung; 1.4 Identitäten; 1.4.1 Geschlecht; 1.4.4 Religion; 2 Institutioneller Kontext; 2.2 Einrichtungen; 2.2.6 Sonstige Einrichtungen	Geschlecht // gender; Kirche // church; Religion // religion; Trans* // trans*
0	0	0	4623	4623	Andresen, Sabine	Gewalt in der Erziehung als Unrecht thematisieren	Zeitschrift für Pädagogik	2 Institutioneller Kontext; 2.1 Institutionelle Dynamiken; 3 Thematischer Fokus; 3.2 Gewaltprävention; 6 Gewalt; 6.1 Sexueller Missbrauch	Diskurs // discourse; Forschungsergebnisse // research results; Gewalt // violence; Pädagogik // pedagogy; Sexualisierte Gewalt // sexual violence; Sexueller Missbrauch // sexual abuse
0	0	0	4590	4590	Andresen, Sabine	Soziale Lebenslagen, Kindeswohlgefährdung und sexuelle Gewalt		1 Soziale Rahmung; 1.4 Identitäten; 1.4.6 Schicht; 3 Thematischer Fokus; 3.2 Gewaltprävention; 6 Gewalt; 6.1 Sexueller Missbrauch	Forschungsergebnisse // research results; Kindeswohl // child welfare; Sexualisierte Gewalt // sexual violence; Soziale Ungleichheit // social inequality
1	0	0	4542	4542	Andresen, Sabine; Tippelt, Rudolf	Sexuelle Gewalt in Kindheit und Jugend	Zeitschrift für Pädagogik	6 Gewalt; 6.1 Sexueller Missbrauch; 6.2 Übergriff, Peergewalt; 9 Förderlinie; 9.1.11 RifA	Forschungsergebnisse // research results; Sexualisierte Gewalt // sexual violence
1	0	0	3568	3568	Arzt, Silvia; Brunnauer, Cornelia; Schartner, Bianca	Sexualität, Macht und Gewalt		3 Thematischer Fokus; 3.1 Sexualpädagogik; 3.2 Gewaltprävention	Sexualisierte Gewalt // sexual violence; Sexualpädagogik // sex education
1	0	0	4924	4924	Baab, Annabell	Sexuelle Selbstbestimmung in der Behindertenhilfe	Sozial Extra	1 Soziale Rahmung; 1.4 Identitäten; 1.4.5 Behinderungen; 2 Institutioneller Kontext; 2.2 Einrichtungen; 2.2.6 Sonstige Einrichtungen; 3 Thematischer Fokus; 3.1 Sexualpädagogik; 4 Fachkräfte; 4.1 Pädagogische Fachkräfte; 7 Sexualität; 7.3 Sexuelle Selbstbestimmung	Menschen mit Behinderungen // people with disabilities; Pädagogische Fachkräfte // pedagogial staff; Selbstbestimmung // agency; Stationäre Einrichtungen // residential care
0	0	0	4585	4585	Baader, Meike Sophia	Tabubruch und Entgrenzung		1 Soziale Rahmung; 1.1 Diskurse; 2 Institutioneller Kontext; 2.2.5 Hochschule; 4 Fachkräfte; 4.1 Pädagogische Fachkräfte; 6 Gewalt; 6.1 Sexueller Missbrauch	Forschungsergebnisse // research results; Geschichte // history; Pädosexualität // pedosexuality; Sexueller Missbrauch // sexual abuse
1	0	0	4712	4712	Bager, Katharina; Bauer, Michaela; Krößmann, Ina; Offen, Susanne	Sexualitäten, Geschlechter und Identitäten		1 Soziale Rahmung; 1.4 Identitäten; 1.4.1 Geschlecht; 1.4.2 LGBAQ*; 3 Thematischer Fokus; 3.1 Sexualpädagogik; 3.2 Gewaltprävention; 4 Fachkräfte; 4.1 Pädagogische Fachkräfte	Geschlecht // gender; Konzepte, Materialien // concepts; Selbstbestimmung // agency; Sexuelle Vielfalt // sexual diversity
0	0	0	4943	4943	Bange, Dirk	Kinderschutzkonzepte und Kitas	Kindesmisshandlung und -vernachlässigung	2 Institutioneller Kontext; 2.2 Einrichtungen; 2.2.1 Kita; 3 Thematischer Fokus; 3.2 Gewaltprävention	Kindertagesstätte // day-care centre; Schutzkonzept // protection concept
1	0	0	4952	4952	Bange, Dirk	Risiko- und Schutzfaktoren in Einrichtungen		2 Institutioneller Kontext; 2.1 Institutionelle Dynamiken; 3 Thematischer Fokus; 3.2 Gewaltprävention; 3.3 Kinderschutz; 6 Gewalt; 6.1 Sexueller Missbrauch	Pädagogische Einrichtung // educational facilities; Risikofaktoren // risk factors; Schutzfaktoren // protection factor; Sexueller Missbrauch // sexual abuse
1	0	0	3588	3588	Barker, Meg-John; Scheele, Julia; Theodor, Jen	Queer		1 Soziale Rahmung; 1.1 Diskurse; 1.4 Identitäten; 1.4.2 LGBAQ*; 3 Thematischer Fokus; 3.1 Sexualpädagogik	Konzepte, Materialien // concepts; Queer Theorie // Queer Theory; Sexuelle Vielfalt // sexual diversity
1	0	0	4548	4548	Bauer, Ullrich; Kolip, Petra; Finne, Emily; Körner, Wilhelm	Prävention von sexualisierter Gewalt in der Schule		2 Institutioneller Kontext; 2.1 Institutionelle Dynamiken; 2.2 Einrichtungen; 2.2.2 Grundschule; 3 Thematischer Fokus; 3.2 Gewaltprävention; 4 Fachkräfte; 4.1 Pädagogische Fachkräfte; 5 Adressat*innen; 5.1 Kinder; 6 Gewalt; 6.2 Übergriff, Peergewalt; 9 Förderlinie; 9.1.4 IGEL	Evaluation // evaluation; Forschungsergebnisse // research results; Grundschule // elementary school; Prävention // prevention; Schule // school; Sexualisierte Gewalt // sexual violence
1	0	0	4974	4974	Baumann, Anja Esther; Osterfeld, Margret	Prävention von Folter und Misshandlung		2 Institutioneller Kontext; 2.1 Institutionelle Dynamiken; 3 Thematischer Fokus; 3.2 Gewaltprävention; 3.3 Kinderschutz	Gewalt // violence; Pädagogische Einrichtung // educational facilities; Prävention // prevention; Schutzkonzept // protection concept
0	0	0	4671	4671	Bebermeyer, Simone	Biografiearbeit als bedeutsamer therapeutischer Baustein in der Arbeit mit Kindern und Jugendlichen, die sexualisierte Gewalt gegen ihre Geschwister ausgeübt haben		3 Thematischer Fokus; 3.2 Gewaltprävention; 4 Fachkräfte; 4.2 Andere Fachkräfte; 6 Gewalt; 6.2 Übergriff, Peergewalt	Biographieforschung // biographical research; Geschwister // siblings; jugendliche Täter*innen // youth offenders; Sexualisierte Gewalt // sexual violence
0	0	0	4828	4828	Becker, Sophinette	Geschlecht und sexuelle Orientierung in Auflösung – was bleibt?	Kinder- und Jugendlichen-Psychotherapie (KJP)	1 Soziale Rahmung; 1.1 Diskurse; 1.4 Identitäten; 1.4.1 Geschlecht; 1.4.2 LGBAQ*; 3 Thematischer Fokus; 3.1 Sexualpädagogik; 4 Fachkräfte; 4.2 Andere Fachkräfte	Diskurs // discourse; Geschlecht // gender; Psychologie // psychology; Sexuelle Orientierung // sexual orientation
0	0	0	4860	4860	Behnisch, Michael; Schäfer, Dorothee	Sexualisierte Gewalt und der Umgang mit Sexualität in der Heimerziehung		2 Institutioneller Kontext; 2.2 Einrichtungen; 2.2.4 Stationäre Kinder- und Jugendhilfe; 3 Thematischer Fokus; 3.2 Gewaltprävention; 6 Gewalt; 6.2 Übergriff, Peergewalt; 7 Sexualität; 7.1 Sexuelle Erfahrungen	Einzelinterviews // one-on-one interviews; Forschungsergebnisse // research results; Jugendliche // youth; Kinder- und Jugendhilfe // child welfare system; Sexualisierte Gewalt // sexual violence; Sexualität // sexuality; Stationäre Einrichtungen // residential care
1	0	0	4546	4546	Bienstein, Pia; Urbann, Katharina; Scharmanski, Sara; Verlinden, Karla	Prävention sexuellen Missbrauchs an Kindern und Jugendlichen mit Behinderung		1 Soziale Rahmung; 1.4 Identitäten; 1.4.5 Behinderungen; 2 Institutioneller Kontext; 2.2 Einrichtungen; 2.2.6 Sonstige Einrichtungen; 3 Thematischer Fokus; 3.2 Gewaltprävention; 4 Fachkräfte; 4.1 Pädagogische Fachkräfte; 6 Gewalt; 6.1 Sexueller Missbrauch; 9 Förderlinie; 9.1.14 SeMB	Evaluation // evaluation; Forschungsergebnisse // research results; Menschen mit Behinderungen // people with disabilities; Pädagogische Fachkräfte // pedagogial staff; Prävention // prevention; Sexueller Missbrauch // sexual abuse
0	0	0	4030	4030	Bienstein, Pia; Verlinden, Karla	Behindertenhilfe als Ort sexualisierter Gewalt		1 Soziale Rahmung; 1.4 Identitäten; 1.4.5 Behinderungen; 3 Thematischer Fokus; 3.2 Gewaltprävention; 4 Fachkräfte; 4.1 Pädagogische Fachkräfte; 6 Gewalt; 6.1 Sexueller Missbrauch; 9 Förderlinie; 9.1.14 SeMB	Menschen mit Behinderungen // people with disabilities; Sexualisierte Gewalt // sexual violence
1	0	0	3996	3996	Bienstein, Pia; Verlinden, Karla	Prävention von sexuellem Missbrauch an Menschen mit geistiger Behinderung		1 Soziale Rahmung; 1.4 Identitäten; 1.4.5 Behinderungen; 3 Thematischer Fokus; 3.2 Gewaltprävention; 4 Fachkräfte; 4.1 Pädagogische Fachkräfte; 6 Gewalt; 6.1 Sexueller Missbrauch; 9 Förderlinie; 9.1.14 SeMB	Menschen mit Behinderungen // people with disabilities; Prävention // prevention; Sexueller Missbrauch // sexual abuse
0	0	0	4892	4892	Bischof, Karoline	Sexocorporel-Sexualtherapie nach sexuellen Gewalterfahrungen		3 Thematischer Fokus; 3.4 Intervention; 6 Gewalt; 6.2 Übergriff, Peergewalt; 6.5 Negative Folgen	Psychotherapie // psychotherapy; Sexualisierte Gewalt // sexual violence; Sexualität // sexuality
0	0	0	4650	4650	Bittner, Martin; Wittfeld, Meike	Sichere Räume		1 Soziale Rahmung; 1.1 Diskurse; 2 Institutioneller Kontext; 2.1 Institutionelle Dynamiken; 3 Thematischer Fokus; 3.2 Gewaltprävention; 6 Gewalt; 6.1 Sexueller Missbrauch	Ethnographie // ethnography; Forschungsergebnisse // research results; Pädagogische Einrichtung // educational facilities; Schutzfaktoren // protection factor; Sexueller Missbrauch // sexual abuse
0	0	0	4871	4871	Blättner, Beate; Schultes, Kristin	Gewalt in Intimbeziehungen Jugendlicher	Deutsche Jugend	5 Adressat*innen; 5.2 Jugendliche; 6 Gewalt; 6.2 Übergriff, Peergewalt; 7 Sexualität; 7.2 Beziehungsgestaltung	Einzelinterviews // one-on-one interviews; Forschungsergebnisse // research results; Jugendliche // youth; Peergewalt // peer violence; Sexualisierte Gewalt // sexual violence
0	0	0	4589	4589	Blättner, Beate; Schultes, Kristin; Hintz, Elisabeth	Dating Violence		5 Adressat*innen; 5.2 Jugendliche; 6 Gewalt; 6.2 Übergriff, Peergewalt; 7 Sexualität; 7.2 Beziehungsgestaltung	Einzelinterviews // one-on-one interviews; Forschungsergebnisse // research results; Jugendliche // youth; Peergewalt // peer violence
1	0	0	3652	3652	Böllert, Karin	Kompendium Kinder- und Jugendhilfe		3 Thematischer Fokus; 3.3 Kinderschutz	Handbuch // handbook; Kinder- und Jugendhilfe // child welfare system; Soziale Arbeit // Social Work
0	0	0	4670	4670	Borgwardt, Kirsten	"So viel wie nötig - so wenig wie möglich?"		3 Thematischer Fokus; 3.4 Intervention; 6 Gewalt; 6.2 Übergriff, Peergewalt	Geschwister // siblings; jugendliche Täter*innen // youth offenders; Langzeitfolgen // long-term effect; Sexualisierte Gewalt // sexual violence
0	0	0	4907	4907	Böwer, Michael	Schutz und Sicherheit in Organisationen für Kinder		2 Institutioneller Kontext; 2.1 Institutionelle Dynamiken; 3 Thematischer Fokus; 3.2 Gewaltprävention; 3.3 Kinderschutz; 5 Adressat*innen; 5.1 Kinder	Kinder // children; Pädagogische Einrichtung // educational facilities; Schutzfaktoren // protection factor
1	0	1	3510	3510	Böwer, Michael; Kotthaus, Jochem	Praxisbuch Kinderschutz		3 Thematischer Fokus; 3.3 Kinderschutz	Handbuch // handbook; Institutionelle Dynamiken // institutional dynamics; Kinderschutz // child protection; Kindeswohl // child welfare; Pädagogische Einrichtung // educational facilities; Professionalität // professionality
1	0	0	4550	4550	Brandl, Sarah Yvonne; Vogelsang, Verena; Bäumer, Ewa; Schneider, Nadine	Präventionsmaterialien		3 Thematischer Fokus; 3.2 Gewaltprävention; 9 Förderlinie; 9.1.9 Präventionsmaterialien	Kinder // children; Konzepte, Materialien // concepts; Prävention // prevention; Sexualisierte Gewalt // sexual violence; Theorie // theory
1	0	1	4787	4787	Breitenbach, Eva; Rieske, Thomas Viola; Toppe, Sabine	Migration, Geschlecht und Religion		1 Soziale Rahmung; 1.1 Diskurse; 1.4 Identitäten; 1.4.1 Geschlecht; 1.4.3 Ethnizität; 1.4.4 Religion	Geschlecht // gender; interkulturell // intercultural; Pädagogik // pedagogy; Religion // religion
0	0	0	4872	4872	Brenner, Gerd	Partnerschaft und Sexualität (I)	Deutsche Jugend	3 Thematischer Fokus; 3.1 Sexualpädagogik	Beziehungsgestaltung // relationships; Forschungsstand // state of research; Jugendliche // youth; Sexualität // sexuality
0	0	0	4873	4873	Brenner, Gerd	Partnerschaft und Sexualität (II)	Deutsche Jugend	3 Thematischer Fokus; 3.1 Sexualpädagogik	Beziehungsgestaltung // relationships; Forschungsstand // state of research; Jugendliche // youth; Sexualität // sexuality
0	0	0	4908	4908	Brückner, Fabian	Als Team achtsam werden		2 Institutioneller Kontext; 2.1 Institutionelle Dynamiken; 2.2 Einrichtungen; 2.2.4 Stationäre Kinder- und Jugendhilfe; 3 Thematischer Fokus; 3.2 Gewaltprävention; 3.3 Kinderschutz; 4 Fachkräfte; 4.1 Pädagogische Fachkräfte	Achtsamkeit // awareness; Konzepte, Materialien // concepts; Pädagogische Einrichtung // educational facilities; Schutzkonzept // protection concept
1	0	0	4927	4927	Brückner, Margrit	Entwicklung der Frauenhausbewegung	Sozial Extra	1 Soziale Rahmung; 1.1 Diskurse; 3 Thematischer Fokus; 3.2 Gewaltprävention; 6 Gewalt; 6.2 Übergriff, Peergewalt	Frauen // women; Geschichte // history; Gewalt gegen Frauen // violence against women
1	0	0	4600	4600	Buck, Alexander; Gatt, Monika; Richter, Felicitas; Wolf, Christof; Wrobel, Uwe	Cautela!		1 Soziale Rahmung; 1.4 Identitäten; 1.4.4 Religion; 2 Institutioneller Kontext; 2.2 Einrichtungen; 2.2.6 Sonstige Einrichtungen; 3 Thematischer Fokus; 3.2 Gewaltprävention; 4 Fachkräfte; 4.1 Pädagogische Fachkräfte	Kirche // church; Konzepte, Materialien // concepts; Pädagogische Einrichtung // educational facilities; Prävention // prevention; Sexueller Missbrauch // sexual abuse
0	0	0	4268	4268	Burghard, Anna Bea	Körperlichkeit und Leiblichkeit		3 Thematischer Fokus; 3.3 Kinderschutz	Körper // body; Soziale Arbeit // Social Work; Theorie // theory
0	0	0	4901	4901	Busch, Bodo	Einen gemeinsamen Rahmen für das Thema »sexuelle Vielfalt« schaffen	Pädagogik	1 Soziale Rahmung; 1.4 Identitäten; 1.4.2 LGBAQ*; 2 Institutioneller Kontext; 2.2 Einrichtungen; 2.2.3 Weiterführende Schule; 3 Thematischer Fokus; 3.1 Sexualpädagogik; 4 Fachkräfte; 4.1 Pädagogische Fachkräfte	Schule // school; Sexuelle Vielfalt // sexual diversity
0	0	0	4859	4859	Buschmeyer, Anna	Sexualität und Gender im Kinder- und Jugendalter		1 Soziale Rahmung; 1.4 Identitäten; 1.4.1 Geschlecht; 5 Adressat*innen; 5.1 Kinder; 5.2 Jugendliche	Geschlecht // gender; Jugendliche // youth; Kinder // children; Sexualität // sexuality
0	0	0	4878	4878	Büttner, Melanie	Einführung in die Thematik		3 Thematischer Fokus; 3.2 Gewaltprävention; 3.4 Intervention; 6 Gewalt; 6.2 Übergriff, Peergewalt	Sexualität // sexuality; Theorie // theory; Trauma // trauma
0	0	0	4888	4888	Büttner, Melanie	Gesprächsführung und Diagnostik		3 Thematischer Fokus; 3.4 Intervention; 4 Fachkräfte; 4.1 Pädagogische Fachkräfte; 4.2 Andere Fachkräfte	Diagnostik // diagnostics; Handlungsempfehlungen // guidelines; Psychologie // psychology; Sexualität // sexuality; Trauma // trauma
0	0	0	4879	4879	Büttner, Melanie	Hyposexuelle Störung oder »sexuelle PTBS«?		3 Thematischer Fokus; 3.4 Intervention; 6 Gewalt; 6.2 Übergriff, Peergewalt; 6.5 Negative Folgen	Langzeitfolgen // long-term effect; Sexualisierte Gewalt // sexual violence; Trauma // trauma
1	0	0	4785	4785	Büttner, Melanie	Sexualität und Trauma		3 Thematischer Fokus; 3.4 Intervention; 6 Gewalt; 6.5 Negative Folgen; 7 Sexualität; 7.1 Sexuelle Erfahrungen	Handbuch // handbook; Intervention // intervention; Psychotherapie // psychotherapy; Sexualität // sexuality; Trauma // trauma
0	0	0	4884	4884	Büttner, Melanie	Sexuelle Beziehungsaspekte bei sexuellen Missbrauchserfahrungen		6 Gewalt; 6.1 Sexueller Missbrauch; 6.5 Negative Folgen; 7 Sexualität; 7.2 Beziehungsgestaltung	Beziehungsgestaltung // relationships; Langzeitfolgen // long-term effect; Sexueller Missbrauch // sexual abuse
0	0	0	4881	4881	Büttner, Melanie	Sexuelles Risikoverhalten		6 Gewalt; 6.2 Übergriff, Peergewalt; 6.5 Negative Folgen; 7 Sexualität; 7.2 Beziehungsgestaltung	Langzeitfolgen // long-term effect; Sexualisierte Gewalt // sexual violence; Sexualverhalten // sexual behaviour
0	0	0	4889	4889	Büttner, Melanie; Paschinger, Karin	Integrative psycho- und körper therapeutische Behandlung von sexuellen Störungen nach sexuellen Gewalterfahrungen		3 Thematischer Fokus; 3.4 Intervention; 6 Gewalt; 6.2 Übergriff, Peergewalt; 6.5 Negative Folgen; 7 Sexualität; 7.1 Sexuelle Erfahrungen	Langzeitfolgen // long-term effect; Psychotherapie // psychotherapy; Sexualisierte Gewalt // sexual violence; Trauma // trauma
1	0	0	4877	4877	Chmielorz, Markus	Zwischen Betroffenheit und Professionalität		1 Soziale Rahmung; 1.1 Diskurse; 1.4 Identitäten; 1.4.2 LGBAQ*; 2 Institutioneller Kontext; 2.2 Einrichtungen; 2.2.6 Sonstige Einrichtungen; 3 Thematischer Fokus; 3.1 Sexualpädagogik; 4 Fachkräfte; 4.1 Pädagogische Fachkräfte; 6 Gewalt; 6.3 Diskriminierung	Forschungsergebnisse // research results; Geschichte // history; Professionalität // professionality; Sexuelle Vielfalt // sexual diversity
1	0	0	3679	3679	Christmann, Bernd; Schwerdt, Daniel; Wazlawik, Martin	Umgang mit ethischen Fragen in der Forschung zu sexualisierter Gewalt an Kindern und Jugendlichen	Soz Passagen (Soziale Passagen)	3 Thematischer Fokus; 3.2 Gewaltprävention; 3.3 Kinderschutz; 3.4 Intervention; 8 Forschung; 9 Förderlinie; 9.3.5 Junprof Münster	Forschungsethik // research ethics; Forschungsstand // state of research; Partizipation // participation; Sexualisierte Gewalt // sexual violence
0	0	0	4665	4665	Damian, Gianna	Zusammenarbeit von Therapie und Pädagogik am Beispiel der Beratungsstelle KommAn und der Intensivgruppe Lotus		3 Thematischer Fokus; 3.2 Gewaltprävention; 3.4 Intervention; 4 Fachkräfte; 4.1 Pädagogische Fachkräfte; 4.2 Andere Fachkräfte; 6 Gewalt; 6.2 Übergriff, Peergewalt	Geschwister // siblings; Praxis // practice; Psychotherapie // psychotherapy; Sexualisierte Gewalt // sexual violence; Soziale Arbeit // Social Work
1	0	0	4993	4993	Debus, Katharina; Laumann, Vivien	Pädagogik geschlechtlicher, amouröser und sexueller Vielfalt		1 Soziale Rahmung; 1.4 Identitäten; 1.4.1 Geschlecht; 1.4.2 LGBAQ*; 3 Thematischer Fokus; 3.1 Sexualpädagogik; 4 Fachkräfte; 4.1 Pädagogische Fachkräfte	Diversität // diversity; Konzepte, Materialien // concepts; Sexualpädagogik // sex education; Sexuelle Vielfalt // sexual diversity
1	0	0	4979	4979	Decarli, Jutta	Was hat die Praxis gelernt?		2 Institutioneller Kontext; 2.1 Institutionelle Dynamiken; 2.2 Einrichtungen; 2.2.4 Stationäre Kinder- und Jugendhilfe; 3 Thematischer Fokus; 3.2 Gewaltprävention; 3.3 Kinderschutz; 3.4 Intervention; 6 Gewalt; 6.1 Sexueller Missbrauch; 6.4 Disclosure, Aufarbeitung	Runder Tisch // Roundtable; Schutzkonzept // protection concept; Sexueller Missbrauch // sexual abuse; Stationäre Einrichtungen // residential care
1	0	0	4971	4971	Deckers, Daniel	Spotlight		2 Institutioneller Kontext; 2.1 Institutionelle Dynamiken; 2.2 Einrichtungen; 2.2.6 Sonstige Einrichtungen; 3 Thematischer Fokus; 3.2 Gewaltprävention; 3.3 Kinderschutz; 3.4 Intervention; 6 Gewalt; 6.1 Sexueller Missbrauch; 6.4 Disclosure, Aufarbeitung	Aufarbeitung // rehabilitation; Kirche // church; Medien // media; Schutzkonzept // protection concept; Sexueller Missbrauch // sexual abuse
0	0	0	4499	4499	Delphendahl, Sinje; Zeiher, Pia	ECHT KRASS! Jugendliche und sexuelle Gewalt		2 Institutioneller Kontext; 2.2 Einrichtungen; 2.2.3 Weiterführende Schule; 2.2.4 Stationäre Kinder- und Jugendhilfe; 3 Thematischer Fokus; 3.2 Gewaltprävention; 4 Fachkräfte; 4.1 Pädagogische Fachkräfte; 5 Adressat*innen; 5.2 Jugendliche	Jugendliche // youth; Kinder- und Jugendhilfe // child welfare system; Konzepte, Materialien // concepts; Prävention // prevention; Schule // school; Sexualisierte Gewalt // sexual violence
0	0	0	4514	4514	Derr, Regine	Eine Kultur des Hinhörens bei sexueller Gewalt gegen Kinder und Jugendliche	Kinder- und Jugendschutz in Wissenschaft und Praxis (KJug)	1 Soziale Rahmung; 1.2 Policies; 2 Institutioneller Kontext; 2.1 Institutionelle Dynamiken; 2.2 Einrichtungen; 2.2.4 Stationäre Kinder- und Jugendhilfe; 3 Thematischer Fokus; 3.2 Gewaltprävention	Achtsamkeit // awareness; Kinder- und Jugendhilfe // child welfare system; Organisationskultur // organisational culture; Schutzkonzept // protection concept; Sexualisierte Gewalt // sexual violence; Sexueller Missbrauch // sexual abuse
0	0	0	3826	3826	Diewald, Irmgard	Männlichkeiten im Wandel		1 Soziale Rahmung; 1.1 Diskurse; 1.4 Identitäten; 1.4.1 Geschlecht; 2 Institutioneller Kontext; 2.2 Einrichtungen; 2.2.1 Kita; 4 Fachkräfte; 4.1 Pädagogische Fachkräfte	Geschlecht // gender; Geschlechterverhältnis // gender ratio; Kindertagesstätte // day-care centre; Männer // men; Männlichkeit // masculinity
0	0	0	4032	4032	Dölling, Dieter; Hermann, Dieter; Treibel, Angelika	Determinanten des Anzeigeverhaltens		6 Gewalt; 6.4 Disclosure, Aufarbeitung; 9 Förderlinie; 9.1.2 DASsS	Forschungsergebnisse // research results; Recht // law
1	0	0	4028	4028	Domann, Sophie; Keller, Samuel; Rusack, Tanja; Strahl, Benjamin	Ankommen, l(i)eben und gehen		2 Institutioneller Kontext; 2.2 Einrichtungen; 2.2.4 Stationäre Kinder- und Jugendhilfe; 3 Thematischer Fokus; 3.1 Sexualpädagogik; 5 Adressat*innen; 5.2 Jugendliche; 7 Sexualität; 7.1 Sexuelle Erfahrungen	Beziehungsgestaltung // relationships; Einzelinterviews // one-on-one interviews; Forschungsergebnisse // research results; Jugendliche // youth; Sexualität // sexuality; Stationäre Einrichtungen // residential care
1	0	0	4959	4959	Doppler, Klaus; Fegert, Jörg M.	Führen in Zeiten der Veränderung		2 Institutioneller Kontext; 2.1 Institutionelle Dynamiken; 3 Thematischer Fokus; 3.2 Gewaltprävention; 3.3 Kinderschutz	Leitung // leadership; Pädagogische Einrichtung // educational facilities; Schutzkonzept // protection concept
1	0	0	4933	4933	Döring, Nicola	Online-Sexualaufklärung auf YouTube	ZSexForsch (Zeitschrift für Sexualforschung)	1 Soziale Rahmung; 1.1 Diskurse; 1.3 Medien und Technologie; 3 Thematischer Fokus; 3.1 Sexualpädagogik	Digitale Medien // digital media; Forschungsergebnisse // research results; Handlungsempfehlungen // guidelines; Konzepte, Materialien // concepts; Medien // media; Sexualerziehung // sex ed; Sexualpädagogik // sex education
1	0	0	4765	4765	Döring, Nicola	Sexualbezogene Online-Fortbildung für Fachkräfte	ZSexForsch (Zeitschrift für Sexualforschung)	1 Soziale Rahmung; 1.3 Medien und Technologie; 3 Thematischer Fokus; 3.1 Sexualpädagogik; 4 Fachkräfte; 4.1 Pädagogische Fachkräfte	Digitale Medien // digital media; Sexualität // sexuality; Sexualpädagog*innen // sex educators; Sexuelle Bildung // sexuality education
1	0	0	4732	4732	Döring, Nicola	Sexualbezogene Online-Fortbildung für Fachkräfte	ZSexForsch (Zeitschrift für Sexualforschung)	1 Soziale Rahmung; 1.3 Medien und Technologie; 3 Thematischer Fokus; 3.1 Sexualpädagogik; 4 Fachkräfte; 4.1 Pädagogische Fachkräfte	Digitale Medien // digital media; Konzepte, Materialien // concepts; Sexualpädagogik // sex education; Sexuelle Bildung // sexuality education
1	0	0	4704	4704	Döring, Nicola	Sexualbezogene Online-Fortbildung für Fachkräfte	ZSexForsch (Zeitschrift für Sexualforschung)	1 Soziale Rahmung; 1.3 Medien und Technologie; 3 Thematischer Fokus; 3.1 Sexualpädagogik; 4 Fachkräfte; 4.1 Pädagogische Fachkräfte	Digitale Medien // digital media; Konzepte, Materialien // concepts; Sexualpädagogik // sex education; Sexuelle Bildung // sexuality education
1	0	0	4698	4698	Döring, Nicola	Sexualbezogene Online-Fortbildung für Fachkräfte	ZSexForsch (Zeitschrift für Sexualforschung)	1 Soziale Rahmung; 1.3 Medien und Technologie; 3 Thematischer Fokus; 3.1 Sexualpädagogik; 4 Fachkräfte; 4.1 Pädagogische Fachkräfte	Digitale Medien // digital media; Konzepte, Materialien // concepts; Sexualpädagogik // sex education; Sexuelle Bildung // sexuality education
