;;;Autor, Herausgeber oder Institution;Zeitschrift/Zeitung;Laufnummer;BibTeX Key;Schlagwörter;Kategorien;Titel
FALSCH;FALSCH;FALSCH;Scambor, Elli;soziales_kapital;555;Scambor.2017;"Disclosure // disclosure; Männer // men; Sexualisierte Gewalt // sexual violence";"1 Soziale Rahmung; 1.4 Identitäten; 1.4.1 Geschlecht; 6 Gewalt; 6.4 Disclosure, Aufarbeitung; 9 Förderlinie; 9.1.1 Aufdeckung und Prävention";Erzähl, wenn dir danach ist. Ich höre zu.
FALSCH;FALSCH;FALSCH;"Scambor, Elli; Wittenzellner, Ulla; Puchert, Ralf; Rieske, Thomas Viola; Könnecke, Bernard";Sozialmagazin;556;Scambor.2016;"Betroffene sexualisierter Gewalt // sexual assault survivors; Disclosure // disclosure; Geschlecht // gender; Jugendarbeit // youth work; Jungen // boys; Sexualisierte Gewalt // sexual violence";"1 Soziale Rahmung; 1.4 Identitäten; 1.4.1 Geschlecht; 3 Thematischer Fokus; 3.2 Gewaltprävention; 6 Gewalt; 6.4 Disclosure, Aufarbeitung; 9 Förderlinie; 9.1.1 Aufdeckung und Prävention";... dass die Leute da auch genauer hingucken
FALSCH;FALSCH;FALSCH;"Schäfer, Arne; Schneid, Theo; Möller, Renate";;557;Schafer.2018;"Gewalt // violence; Handlungsempfehlungen // guidelines; Institutionelle Dynamiken // institutional dynamics; Institutioneller Missbrauch // institutional abuse; Jugendarbeit // youth work; Jugendliche // youth; junge Erwachsene // young adults; Kinder // children; Kindeswohl // child welfare; Kommunikation // communication; Konzepte, Materialien // concepts; Kooperation // cooperation; Pädagogik // pedagogy; Pädagogische Beziehung // pedagogical relationship; Pädagogische Fachkräfte // pedagogial staff; Partizipation // participation; Peergewalt // peer violence; Prävention // prevention; Soziale Arbeit // Social Work";"1 Soziale Rahmung; 1.1 Diskurse; 2 Institutioneller Kontext; 2.1 Institutionelle Dynamiken; 4 Fachkräfte; 4.1 Pädagogische Fachkräfte; 4.2 Andere Fachkräfte; 5 Adressat*innen; 5.2 Jugendliche; 6 Gewalt; 6.1 Sexueller Missbrauch; 6.2 Übergriff, Peergewalt; 6.3 Diskriminierung; 9 Förderlinie";Gewalt in Einrichtungen der Offenen Kinder- und Jugendarbeit
FALSCH;FALSCH;FALSCH;"Scharmanski, Sara; Urbann, Katharina; Verlinden, Karla; Bienstein, Pia";Das Zeichen: Zeitschrift für Sprache und Kultur Gehörloser;558;Scharmanski.2015;"Forschungsergebnisse // research results; Lehrer*innen // Teachers; Menschen mit Behinderungen // people with disabilities; Sexueller Missbrauch // sexual abuse";"1 Soziale Rahmung; 1.4 Identitäten; 1.4.5 Behinderungen; 3 Thematischer Fokus; 3.2 Gewaltprävention; 6 Gewalt; 6.1 Sexueller Missbrauch; 9 Förderlinie; 9.1.14 SeMB";Sexueller Missbrauch an Kindern und Jugendlichen mit Hörbehinderung - Teil II
FALSCH;FALSCH;FALSCH;"Scharmanski, Sara; Urbann, Katharina; Bienstein, Pia";Das Zeichen: Zeitschrift für Sprache und Kultur Gehörloser;559;Scharmanski.2016b;"Forschungsergebnisse // research results; Menschen mit Behinderungen // people with disabilities; Prävention // prevention; Quantitative Forschung // quantitative research; Schule // school; Sexueller Missbrauch // sexual abuse; Survey // survey";"1 Soziale Rahmung; 1.4 Identitäten; 1.4.5 Behinderungen; 3 Thematischer Fokus; 3.2 Gewaltprävention; 6 Gewalt; 6.1 Sexueller Missbrauch; 9 Förderlinie; 9.1.14 SeMB";Sexueller Missbrauch an Kindern und Jugendlichen mit Hörbehinderung Teil III
FALSCH;FALSCH;FALSCH;"Scharmanski, Sara; Verlinden, Karla; Urbann, Katharina; Bienstein, Pia";Kinder- und Jugendschutz in Wissenschaft und Praxis;560;Scharmanski.2015b;"Aufarbeitung // rehabilitation; Förderschule // school for children with special needs; Forschungsergebnisse // research results; Forschungspraxis // research practice; Menschen mit Behinderungen // people with disabilities; Pädagogische Fachkräfte // pedagogial staff; Prävention // prevention; Quantitative Forschung // quantitative research; Sexualisierte Gewalt // sexual violence; Sexueller Missbrauch // sexual abuse";"1 Soziale Rahmung; 1.1 Diskurse; 1.4 Identitäten; 1.4.5 Behinderungen; 8 Forschung";Prävention von sexuellem Missbrauch an Kindern und Jugendlichen mit Behinderung. Erste Ergebnisse der bundesweiten SeMB-online-Befragung von Mitarbeiter/innen an Förderschulen
FALSCH;FALSCH;FALSCH;Schele, Ursula;Kindesmisshandlung und -vernachlässigung;561;Schele.2019;"Institutionelle Dynamiken // institutional dynamics; Kommunikation // communication; Kooperation // cooperation; Langzeitfolgen // long-term effect; Prävention // prevention; Professionalität // professionality; Professionsethik // professional ethics; Risikofaktoren // risk factors; Schutzfaktoren // protection factor; Schutzkonzept // protection concept; Sexualisierte Gewalt // sexual violence";"1 Soziale Rahmung; 1.1 Diskurse";Geschützt … und dann? – ECHT mehr als Geplauder und Stimmengewirr
FALSCH;FALSCH;FALSCH;"Schele, Ursula; Wulf, Katharina";Kindesmisshandlung und -vernachlässigung;562;Schele.2019b;"Betroffene sexualisierter Gewalt // sexual assault survivors; Feminismus // feminism; Frauen // women; Gewalt // violence; Gewalt gegen Frauen // violence against women; Mädchen // girls; Menschenrechte // human rights; Normen // norms; Recht // law; Vergewaltigung // rape; Weiblichkeit // femininity";"1 Soziale Rahmung; 1.1 Diskurse; 1.4 Identitäten; 1.4.1 Geschlecht; 3 Thematischer Fokus; 3.4 Intervention; 4 Fachkräfte; 4.1 Pädagogische Fachkräfte; 4.2 Andere Fachkräfte";Unser Staat ist Feminist geworden – Warum alle die Istanbul-Konvention kennen und nutzen sollten
FALSCH;FALSCH;FALSCH;"Scherr, Albert; El-Mafaalani, Aladin; Gökcen Yüksel, Emine";;563;Scherr.2016;"Diskriminierung // discrimination; Handbuch // handbook";"1 Soziale Rahmung; 1.1 Diskurse; 3 Thematischer Fokus; 3.2 Gewaltprävention";Handbuch Diskriminierung
FALSCH;FALSCH;FALSCH;Schinaia, Cosimo;;564;Schinaia.2018;"Pädosexualität // pedosexuality; Psychologie // psychology; Sexueller Missbrauch // sexual abuse; Täter*in // offender; Theorie // theory";"1 Soziale Rahmung; 1.1 Diskurse; 3 Thematischer Fokus; 3.2 Gewaltprävention; 6 Gewalt; 6.1 Sexueller Missbrauch";Pädophilie
FALSCH;FALSCH;FALSCH;"Schlinzig, Eliza; Krügel, Sophia; Schuler, Miriam; Oezdemir, Umut C.; Ludwig, Lea; Hellenschmidt, Tobias; Beier, Klaus M.";Sexuologie;565;Schlinzig.2019;"Aufarbeitung // rehabilitation; Betroffene sexualisierter Gewalt // sexual assault survivors; Disclosure // disclosure; Fachberatungsstelle // specialist counselling; Forschungsstand // state of research; Konzepte, Materialien // concepts; Körper // body; Pädosexualität // pedosexuality; Praxis // practice; Professionalität // professionality; Professionsethik // professional ethics; Psychologie // psychology; Psychotherapie // psychotherapy; Sexualisierte Gewalt // sexual violence";"1 Soziale Rahmung; 1.1 Diskurse; 3 Thematischer Fokus; 3.2 Gewaltprävention; 3.3 Kinderschutz; 6 Gewalt; 6.1 Sexueller Missbrauch; 6.2 Übergriff, Peergewalt; 6.4 Disclosure, Aufarbeitung";Das Berliner Präventionsprojekt für Jugendliche (PPJ) mit sexueller Präferenzbesonderheit für das kindliche Körperschema - Erweiterungen und aktueller Stand
FALSCH;FALSCH;FALSCH;Schmauch, Ulrike;UJ (unsere jugend);566;Schmauch.2020;"Gerechtigkeit // justice; Geschlechterverhältnis // gender ratio; Kinder // children; Kindertagesstätte // day-care centre; Queer Theorie // Queer Theory; Queerness // Queerness; Sexualerziehung // sex ed; Sexualethik // sexual ethics; Trans* // trans*";"1 Soziale Rahmung; 1.1 Diskurse; 1.4 Identitäten; 1.4.1 Geschlecht; 1.4.2 LGBAQ*; 2 Institutioneller Kontext; 2.1 Institutionelle Dynamiken; 2.2 Einrichtungen; 2.2.4 Stationäre Einrichtung; 3 Thematischer Fokus; 3.1 Sexualpädagogik; 7 Sexualität; 7.2 Beziehungsgestaltung; 7.3 Sexuelle Selbstbestimmung";Regenbogenkompetenz in der Kinder- und Jugendhilfe
FALSCH;FALSCH;FALSCH;"Schmid, Marc; Kind, Nina";UJ (unsere jugend);567;Schmid.2017;"Grenzen // boundaries; Langzeitfolgen // long-term effect; Pädagogik // pedagogy; Pädagogische Einrichtung // educational facilities; Pädagogische Fachkräfte // pedagogial staff; Sexualisierte Gewalt // sexual violence; Sexuelle Belästigung // sexual harassment; Sexueller Übergriff // sexual assault; Soziale Arbeit // Social Work";"3 Thematischer Fokus; 3.4 Intervention; 4 Fachkräfte; 4.1 Pädagogische Fachkräfte; 4.2 Andere Fachkräfte; 6 Gewalt; 6.5 Negative Folgen; 6.6 Resilienz";Folgen von Grenzverletzungen an sozialpädagogischen Fachkräften in stationären Settings. „Bekomme ein dickes Fell und bewahre dir ein empfindsames Herz“
FALSCH;FALSCH;FALSCH;Schmidt, Andrea;UJ (unsere jugend);568;Schmidt.2016;"Medien // media; Risikofaktoren // risk factors; Selbstbestimmung // agency; Sexualethik // sexual ethics; Sexualisierung // sexualisation; Sexualität // sexuality; Sexualkultur // sexuality culture";"1 Soziale Rahmung; 1.1 Diskurse";Schlag mich, beiß mich. Risiken und Nebenwirkungen der Rezeption von Fifty Shades of Grey und Twilight
FALSCH;FALSCH;FALSCH;"Schmidt, Werner; Neuber, Nils; Rauschenbach, Thomas; Brandl-Bredenbeck, Hans Peter; Süßenbach, Jessica; Breuer, Christoph";;569;Schmidt.2015b;"Forschungsstand // state of research; Jugendliche // youth; Kinder // children; Sport // sports";"2 Institutioneller Kontext; 2.2 Einrichtungen; 2.2.6 Sonstige Einrichtungen";Dritter Deutscher Kinder- und Jugendsportbericht
FALSCH;FALSCH;FALSCH;"Schmidt, Friederike; Schondelmayer, Anne-Christin; Schröder, Ute B.";;570;Schmidt.2015;"Selbstbestimmung // agency; Sexuelle Vielfalt // sexual diversity";"1 Soziale Rahmung; 1.4 Identitäten; 1.4.1 Geschlecht; 1.4.2 LGBAQ*; 3 Thematischer Fokus; 3.1 Sexualpädagogik";Selbstbestimmung und Anerkennung sexueller und geschlechtlicher Vielfalt
FALSCH;FALSCH;FALSCH;"Schmidt, Renate-Berenike; Sielert, Uwe; Henningsen, Anja";;571;Schmidt.2017;"Diskursanalyse // discourse analysis; Geschichte // history; Sexualerziehung // sex ed; Sexualpädagogik // sex education; Sexuelle Bildung // sexuality education";"1 Soziale Rahmung; 1.1 Diskurse; 3 Thematischer Fokus; 3.1 Sexualpädagogik; 9 Förderlinie; 9.3.4 Junprof Kiel";Gelebte Geschichte der Sexualpädagogik
FALSCH;FALSCH;FALSCH;"Schmidt, Axel; Westhoff, Karl";;572;Schmidt.2020;"Eltern // parents; Familie // family; Institutionelle Dynamiken // institutional dynamics; Institutioneller Missbrauch // institutional abuse; Internat // boarding school; Intervention // intervention; Jugendamt // child welfare services; Kinder // children; Kinder- und Jugendhilfe // child welfare system; Kinderschutz // child protection; Kindeswohl // child welfare; Recht // law; Stationäre Einrichtungen // residential care";"3 Thematischer Fokus; 3.3 Kinderschutz; 5 Adressat*innen; 5.3 Eltern und Familie; 8 Forschung";Kindeswohl interdisziplinär
FALSCH;FALSCH;FALSCH;Schmidt-Jüngst, Miriam;;573;SchmidtJungst.2020;"Menschenrechte // human rights; Normen // norms; Queer Theorie // Queer Theory; Queerness // Queerness; Recht // law; Trans* // trans*";"1 Soziale Rahmung; 1.1 Diskurse; 1.4 Identitäten; 1.4.1 Geschlecht; 1.4.2 LGBAQ*";Namenwechsel
FALSCH;FALSCH;FALSCH;Schockenhoff, Eberhard;;574;Schockenhoff.2018;"Bedarfe // needs; Beziehungsgestaltung // relationships; Fachberatungsstelle // specialist counselling; Intimität // intimacy; Liebe // love; Pädagogik // pedagogy; Scham // shame; Sexualisierte Gewalt // sexual violence; Soziale Arbeit // Social Work";"1 Soziale Rahmung; 1.1 Diskurse; 7 Sexualität; 7.2 Beziehungsgestaltung; 7.3 Sexuelle Selbstbestimmung";Liebe, Sexualität und Partnerschaft
FALSCH;FALSCH;FALSCH;Schreiber, Gerhard;;575;Schreiber.2021;"Professionsethik // professional ethics; Sexualethik // sexual ethics; Sexualisierte Gewalt // sexual violence; Sexualität // sexuality";"6 Gewalt; 6.1 Sexueller Missbrauch; 7 Sexualität; 7.3 Sexuelle Selbstbestimmung";Im Dunkel der Sexualität
FALSCH;FALSCH;FALSCH;Schröder, Julia;;576;Schroder.2019;"Gewalt // violence; Pädagogik // pedagogy; Schutzfaktoren // protection factor";"3 Thematischer Fokus; 3.2 Gewaltprävention";Gewalt in Pflege, Betreuung und Erziehung
FALSCH;FALSCH;FALSCH;Schröder, Achim;Deutsche Jugend;577;Schroder.2016;"Beziehungsgestaltung // relationships; Familie // family; Jugendliche // youth; Jugendsexualität // youth sexuality; junge Erwachsene // young adults; Kommunikation // communication; Schüler*innen // pupils";"1 Soziale Rahmung; 1.1 Diskurse; 3 Thematischer Fokus; 3.1 Sexualpädagogik; 5 Adressat*innen; 5.2 Jugendliche; 5.3 Eltern und Familie";Familie, Sexualität und die Neuverortung des Selbst in der Adoleszenz
FALSCH;FALSCH;FALSCH;"Schröder, Julia; Richarz, Theresa Anna";Sozial Extra (Sozial Extra);578;Schroder.2018;"Schutzfaktoren // protection factor; Schutzkonzept // protection concept; Selbstbestimmung // agency; Sexualisierung // sexualisation; Sexualität // sexuality; Sexualkultur // sexuality culture";"1 Soziale Rahmung; 1.4 Identitäten; 1.4.1 Geschlecht; 1.4.2 LGBAQ*; 7 Sexualität; 7.3 Sexuelle Selbstbestimmung";Sexuelle Selbstbestimmung in der Sexarbeit
FALSCH;FALSCH;FALSCH;Schröer, Wolfgang;Sozial Extra (Sozial Extra);579;Schroer.2017;"Jugendliche // youth; Kinder // children; Kinder- und Jugendhilfe // child welfare system; Kinderschutz // child protection; Partizipation // participation; Recht // law";"3 Thematischer Fokus; 3.3 Kinderschutz; 5 Adressat*innen; 5.1 Kinder";Kinderrechte
FALSCH;FALSCH;FALSCH;"Schröer, Wolfgang; Glaum, Joachim; Kuhls, Anke";Sozial Extra;580;Schroer.2015;"Eltern // parents; Familie // family; Kinder // children; Pflegekinderhilfe // foster care; Risikofaktoren // risk factors; Schutzfaktoren // protection factor";"3 Thematischer Fokus; 3.3 Kinderschutz; 4 Fachkräfte; 4.1 Pädagogische Fachkräfte; 4.2 Andere Fachkräfte; 5 Adressat*innen; 5.1 Kinder";Pflegekinderhilfe stärken und weiter entwickeln
FALSCH;FALSCH;FALSCH;"Schröer, Wolfgang; Wolff, Mechthild";Sozialmagazin;581;Schroer.2016;"Jugendliche // youth; Schutzkonzept // protection concept";"2 Institutioneller Kontext; 2.2 Einrichtungen; 2.2.6 Sonstige Einrichtungen; 3 Thematischer Fokus; 3.2 Gewaltprävention; 3.3 Kinderschutz; 9 Förderlinie; 9.1.3 Ich bin sicher!; 9.1.12 Safer Places";Schutzkonzepte in der Jugend(verbands)arbeit.
FALSCH;FALSCH;FALSCH;"Schröer, Wolfgang; Wolff, Mechthild; Oppermann, Carolin; Winter, Veronika; Harder, Claudia";;582;Schroer.2018;"Organisationskultur // organisational culture; Pädagogik // pedagogy; Pädagogische Einrichtung // educational facilities; Pädagogische Fachkräfte // pedagogial staff; Partizipation // participation; Prävention // prevention; Praxis // practice; Professionalität // professionality; Raum // space; Recht // law; Reviktimisierung // revictimization; Risikofaktoren // risk factors; Schutzfaktoren // protection factor; Sexuelle Belästigung // sexual harassment; Sexueller Missbrauch // sexual abuse; Sexueller Übergriff // sexual assault";"1 Soziale Rahmung; 1.1 Diskurse; 1.2 Leitlinien; 2 Institutioneller Kontext; 2.1 Institutionelle Dynamiken; 3 Thematischer Fokus; 3.3 Kinderschutz; 4 Fachkräfte; 4.1 Pädagogische Fachkräfte";Lehrbuch Schutzkonzepte in pädagogischen Organisationen
FALSCH;FALSCH;FALSCH;Schrupp, Antje;;583;Schrupp.2018;"Feminismus // feminism; Geschichte // history; Konzepte, Materialien // concepts";"1 Soziale Rahmung; 1.1 Diskurse; 3 Thematischer Fokus; 3.1 Sexualpädagogik; 3.5 Praxismaterialien";Kleine Geschichte des Feminismus
FALSCH;FALSCH;FALSCH;Schubarth, Wilfried;;584;Schubarth.2020;"Bedarfe // needs; Betroffene sexualisierter Gewalt // sexual assault survivors; Diskriminierung // discrimination; Gewalt // violence; Gewalt in Beziehungen // dating violence; Grenzen // boundaries; Lehrer*innen // Teachers; Macht // power; Risikofaktoren // risk factors; Schule // school; Schüler*innen // pupils";"1 Soziale Rahmung; 1.1 Diskurse; 2 Institutioneller Kontext; 2.1 Institutionelle Dynamiken; 2.2 Einrichtungen; 2.2.2 Grundschule; 2.2.3 Weiterführende Schule; 3 Thematischer Fokus; 3.2 Gewaltprävention; 4 Fachkräfte; 4.1 Pädagogische Fachkräfte; 4.2 Andere Fachkräfte; 5 Adressat*innen; 5.1 Kinder; 5.2 Jugendliche; 6 Gewalt; 6.2 Übergriff, Peergewalt";Gewalt und Mobbing an Schulen
FALSCH;FALSCH;FALSCH;"Schubert-Suffrian, Franziska; Regner, Michael";UJ (unsere jugend);585;SchubertSuffrian.2015;"Bedarfe // needs; Kinderschutz // child protection; Kindertagesstätte // day-care centre; Kindeswohl // child welfare; Konzepte, Materialien // concepts; Kooperation // cooperation; Macht // power; Pädagogik // pedagogy; Pädagogische Einrichtung // educational facilities; Pädagogische Fachkräfte // pedagogial staff; Recht // law; Schutzkonzept // protection concept; Selbstbestimmung // agency; Soziale Arbeit // Social Work";"1 Soziale Rahmung; 1.2 Leitlinien; 2 Institutioneller Kontext; 2.1 Institutionelle Dynamiken; 2.2 Einrichtungen; 2.2.1 Kita; 3 Thematischer Fokus; 3.3 Kinderschutz; 3.4 Intervention; 4 Fachkräfte; 4.1 Pädagogische Fachkräfte; 5 Adressat*innen; 5.1 Kinder";"""Werde erst mal groß, dann "". Beschwerdeverfahren für Kitakinder - Eine Herausforderung für den pädagogischen Alltag"
FALSCH;FALSCH;FALSCH;Schuhr, Jan;;586;Schuhr.2020;"Aggression // aggression; Aufarbeitung // rehabilitation; Betroffene sexualisierter Gewalt // sexual assault survivors; Familie // family; Gesundheit // health; Gewalt // violence; Intimität // intimacy; Männlichkeit // masculinity; Sexualisierte Gewalt // sexual violence; Täter*in // offender; Vulnerabilität // vulnerability";"1 Soziale Rahmung; 1.4 Identitäten; 1.4.1 Geschlecht; 3 Thematischer Fokus; 3.2 Gewaltprävention; 4 Fachkräfte; 4.1 Pädagogische Fachkräfte; 4.2 Andere Fachkräfte; 6 Gewalt; 6.1 Sexueller Missbrauch; 6.4 Disclosure, Aufarbeitung; 8 Forschung";Männliche Viktimisierung. Die Geschlechterprävalenz von häuslicher Gewalt in der Hell- und Dunkelfeldforschung
FALSCH;FALSCH;FALSCH;"Schulz, Tina; Hofter, Corinna; Müller, Jürgen";;587;Schulz.2017;"Handbuch // handbook; Konzepte, Materialien // concepts; Pädosexualität // pedosexuality; Prävention // prevention; Psychologie // psychology; Psychotherapie // psychotherapy; Sexueller Missbrauch // sexual abuse; Täter*in // offender";"3 Thematischer Fokus; 3.2 Gewaltprävention; 3.5 Praxismaterialien; 6 Gewalt; 6.1 Sexueller Missbrauch";Prävention sexuellen Missbrauchs
FALSCH;FALSCH;FALSCH;Schürer, Anja;;588;Schurer.2018;"Evaluation // evaluation; Forschungsergebnisse // research results; Handlungsempfehlungen // guidelines; Konzepte, Materialien // concepts; Schule // school; Sexuelle Vielfalt // sexual diversity";"1 Soziale Rahmung; 1.4 Identitäten; 1.4.1 Geschlecht; 1.4.2 LGBAQ*; 2 Institutioneller Kontext; 2.2 Einrichtungen; 2.2.3 Weiterführende Schule; 3 Thematischer Fokus; 3.1 Sexualpädagogik; 3.2 Gewaltprävention; 3.5 Praxismaterialien; 6 Gewalt; 6.3 Diskriminierung";Akzeptanz von geschlechtlich-sexueller Vielfalt in der Bundesrepublik Deutschland
FALSCH;FALSCH;FALSCH;Schwarz, Andreas;UJ (unsere jugend);589;Schwarz.2017;"Intervention // intervention; Jugendamt // child welfare services; Kinder- und Jugendhilfe // child welfare system; Kommunikation // communication";"2 Institutioneller Kontext; 2.1 Institutionelle Dynamiken; 2.2 Einrichtungen; 2.2.6 Sonstige Einrichtungen; 3 Thematischer Fokus; 3.2 Gewaltprävention; 4 Fachkräfte; 4.1 Pädagogische Fachkräfte; 4.2 Andere Fachkräfte; 5 Adressat*innen; 5.2 Jugendliche";Krisen in der Kinder- und Jugendhilfe. Befunde und Anregungen zur Krisenkommunikation von Jugendämtern
FALSCH;FALSCH;FALSCH;"Schweinsberg, Jan; Grüner, Christian; Urban, Julia";UJ (unsere jugend);590;Schweinsberg.2020;"Institutionelle Dynamiken // institutional dynamics; Institutioneller Missbrauch // institutional abuse; Jugendliche // youth; jugendliche Täter*innen // youth offenders; Kinder // children; Organisationskultur // organisational culture; Peergewalt // peer violence; Sexualisierte Gewalt // sexual violence";"2 Institutioneller Kontext; 2.2 Einrichtungen; 2.2.4 Stationäre Einrichtung; 3 Thematischer Fokus; 3.2 Gewaltprävention; 3.4 Intervention; 4 Fachkräfte; 4.1 Pädagogische Fachkräfte; 5 Adressat*innen; 5.2 Jugendliche; 6 Gewalt; 6.1 Sexueller Missbrauch; 6.2 Übergriff, Peergewalt; 6.4 Disclosure, Aufarbeitung";Sexualisierte Gewalt durch Kinder und Jugendliche in den stationären Hilfen zur Erziehung
FALSCH;FALSCH;FALSCH;"Schweizer, Katinka; Vogler, Fabian";;591;Schweizer.2018;Intergeschlechtlichkeit // intersexuality;"1 Soziale Rahmung; 1.1 Diskurse; 1.3 Medien und Technologie; 1.4 Identitäten; 1.4.1 Geschlecht; 3 Thematischer Fokus; 3.1 Sexualpädagogik";Die Schönheiten des Geschlechts
FALSCH;FALSCH;FALSCH;"Schwerdt, Daniel; Christmann, Bernd; Stück, Elisabeth; Dekker, Arne; Wazlawik, Martin";Kindesmisshandlung und -vernachlässigung;592;Schwerdt.2019;"Curriculum // curriculum; Pädagogik // pedagogy; Pädagogische Fachkräfte // pedagogial staff; Psychologie // psychology; Psychotherapie // psychotherapy; Sexualisierte Gewalt // sexual violence; Sexueller Missbrauch // sexual abuse; Sozialwissenschaften // social sciences; Studierende // students; Weiterbildung // further education";"2 Institutioneller Kontext; 2.1 Institutionelle Dynamiken; 2.2 Einrichtungen; 2.2.5 Hochschule; 3 Thematischer Fokus; 3.4 Intervention; 6 Gewalt; 6.1 Sexueller Missbrauch; 6.4 Disclosure, Aufarbeitung; 8 Forschung";Sexualisierte Gewalt als Thema der Hochschullehre – Entwicklung und Erprobung eines interdisziplinären didaktischen Moduls
FALSCH;FALSCH;FALSCH;Schwerdtner, Lilian;;593;Schwerdtner.2021;"Aufarbeitung // rehabilitation; Disclosure // disclosure; Kommunikation // communication; Kooperation // cooperation; Partizipation // participation; Risikofaktoren // risk factors; Schutzfaktoren // protection factor; Selbstbestimmung // agency; Sexualisierte Gewalt // sexual violence";"1 Soziale Rahmung; 1.1 Diskurse; 3 Thematischer Fokus; 3.2 Gewaltprävention";Sprechen und Schweigen über sexualisierte Gewalt
FALSCH;FALSCH;FALSCH;"Sehmer, Julian; Marks, Svenja";Sozial Extra;594;Sehmer.2018;"68er // 1960s; Kinderschutz // child protection";"3 Thematischer Fokus; 3.3 Kinderschutz";Kinderschutz 2018
FALSCH;FALSCH;FALSCH;Seidenstücker, Barbara;UJ (unsere jugend);595;Seidenstucker.2017;"Familie // family; Forschungsergebnisse // research results; Forschungspraxis // research practice; Jugendamt // child welfare services; Kinder // children; Kinder- und Jugendhilfe // child welfare system; Kinderschutz // child protection; Kindeswohl // child welfare; Recht // law";"2 Institutioneller Kontext; 2.1 Institutionelle Dynamiken; 2.2.4 Stationäre Einrichtung; 2.2.6 Sonstige Einrichtungen; 3 Thematischer Fokus; 3.3 Kinderschutz; 4 Fachkräfte; 4.1 Pädagogische Fachkräfte; 4.2 Andere Fachkräfte; 5 Adressat*innen; 5.3 Eltern und Familie";Kinderrechte im familiengerichtlichen Verfahren. Ausgewählte Ergebnisse aus dem Forschungsprojekt „Kindeswohl zwischen Jugendhilfe und Justiz“
FALSCH;FALSCH;FALSCH;"Seidenstücker, Barbara; Weymann, Markus";UJ (unsere jugend);596;Seidenstucker.2016;"Forschungsergebnisse // research results; Forschungspraxis // research practice; Forschungsstand // state of research; Kinderschutz // child protection; Kindeswohl // child welfare; Raum // space";"3 Thematischer Fokus; 3.3 Kinderschutz; 8 Forschung";Kindeswohlgefährdung im Spiegel der amtlichen Statistik. Entwicklungen und regionale Vergleiche
WAHR;FALSCH;FALSCH;Seifert, Jennifer;;597;Seifert.2020;"Aufarbeitung // rehabilitation; Bedarfe // needs; Diskursanalyse // discourse analysis; Gender Studies // Gender Studies; Geschlecht // gender; Lehrer*innen // Teachers; Schule // school; Weiblichkeit // femininity";"1 Soziale Rahmung; 1.4 Identitäten; 1.4.1 Geschlecht; 2 Institutioneller Kontext; 2.1 Institutionelle Dynamiken; 2.2 Einrichtungen; 2.2.5 Hochschule; 4 Fachkräfte; 4.2 Andere Fachkräfte; 8 Forschung";(De)Thematisierung von Geschlechtlichkeit in der beruflichen Sozialisation : eine kritische Diskursanalyse am Beispiel der Lehramtsstudierenden der Leibniz Universität Hannover
FALSCH;FALSCH;FALSCH;Seiffge-Krenke, Inge;Kinder- und Jugendlichen-Psychotherapie (KJP);598;SeiffgeKrenke.2018;"Bisexualität // bisexuality; Jugendsexualität // youth sexuality; Mädchen // girls; Psychologie // psychology; Sexuelle Orientierung // sexual orientation; Sexuelle Vielfalt // sexual diversity; Theorie // theory";"1 Soziale Rahmung; 1.1 Diskurse; 1.4 Identitäten; 1.4.1 Geschlecht; 1.4.2 LGBAQ*; 3 Thematischer Fokus; 3.1 Sexualpädagogik; 5 Adressat*innen; 5.2 Jugendliche; 7 Sexualität; 7.1 Sexuelle Erfahrungen";Bisexuelles Schwanken und homoerotische Bestrebungen bei Mädchen
FALSCH;FALSCH;FALSCH;"Shannon, Deric; Daring, C. B.; Roguenant, Jean; Volcano, Abbey";;599;Shannon.2017;"Feminismus // feminism; Intersektionalität // intersectionality; Queer Theorie // Queer Theory";"1 Soziale Rahmung; 1.1 Diskurse; 3 Thematischer Fokus; 3.1 Sexualpädagogik";anarchismus queeren
FALSCH;FALSCH;FALSCH;Sielert, Uwe;Bundesgesundheitsblatt - Gesundheitsforschung - Gesundheitsschutz;600;Sielert.2007;"Sexualerziehung // sex ed; Sexualpädagogik // sex education; Sexuelle Bildung // sexuality education";"1 Soziale Rahmung; 1.1 Diskurse; 3 Thematischer Fokus; 3.1 Sexualpädagogik; 4 Fachkräfte; 4.1 Pädagogische Fachkräfte; 7 Sexualität";Sexualerziehung und Sexualpädagogik in Deutschland
FALSCH;FALSCH;FALSCH;Sielert, Uwe;;601;Sielert.2015;"Grenzen // boundaries; Handbuch // handbook; Sexualerziehung // sex ed; Sexualpädagogik // sex education";"3 Thematischer Fokus; 3.1 Sexualpädagogik";Einführung in die Sexualpädagogik
FALSCH;FALSCH;FALSCH;Sielert, Uwe;Sozialmagazin;602;Sielert.2015c;"Gefahrendiskurs // danger narrative; Prävention // prevention; Professionalität // professionality; Professionsethik // professional ethics; Risikofaktoren // risk factors; Schutzfaktoren // protection factor; Sexuelle Bildung // sexuality education";"1 Soziale Rahmung; 1.1 Diskurse; 3 Thematischer Fokus; 3.1 Sexualpädagogik";Vom Repressionsdiskurs zur sexuellen Bildung
